policy,bc_accuracy,final_dagger_accuracy,gain_percentage_points,elapsed_seconds
SGD,0.6061843640606768,0.6629716063788409,5.678724231816412,250.72557909999978
LSTM,0.7222870478413069,0.839751069622715,11.746402178140801,81.55521580000004
