method,iteration,beta,accuracy,imitation_error,dataset_size,seed,evaluation_fold,training_seconds,rollout_seconds,evaluation_seconds,elapsed_seconds
no_structure,0,1.0,0.7366783352781019,0.2633216647218981,47010,2,9,10.080123099999582,0.0,0.03880299999946146,14.11208219999935
structured_bc,1,1.0,0.7627382341501361,0.23726176584986391,47010,2,9,8.333700600000157,0.0,1.06519870000011,23.51178929999969
dagger,2,0.0,0.7845196421625826,0.21548035783741737,94020,2,9,25.473263099999713,10.713609399999768,2.3399339000006876,62.039201099999445
dagger,3,0.0,0.7868533644496305,0.2131466355503695,141030,2,9,27.61776960000043,18.8501509000007,1.9103666999999405,110.41849180000008
dagger,4,0.0,0.7895760404511863,0.21042395954881365,188040,2,9,36.36295510000036,18.885467099999914,1.9461716999994678,167.6139932999995
dagger,5,0.0,0.793076623881758,0.20692337611824196,235050,2,9,45.92188869999973,18.99365360000047,1.88894960000016,234.41962199999944
