round,method,accuracy,imitation_error,exact_word_accuracy,characters,words,dataset_size,initial_labels,queries_this_round,cumulative_queries,training_seconds,rollout_seconds,evaluation_seconds,elapsed_seconds
0,bc,0.7222870478413069,0.27771295215869307,0.41333333333333333,5142,675,47010,47010,0,0,5.318681800000377,0.0,0.054461499999888474,9.291594299999815
1,dagger,0.823026059898872,0.176973940101128,0.482962962962963,5142,675,94020,47010,47010,47010,10.146236699999463,0.40835510000033537,0.05386420000013459,19.907086799999888
2,dagger,0.8282769350447297,0.17172306495527034,0.4948148148148148,5142,675,141030,47010,47010,94020,15.090037199999642,0.5467193999993469,0.060062200000174926,35.6067307000003
3,dagger,0.838389731621937,0.16161026837806303,0.5007407407407407,5142,675,188040,47010,47010,141030,20.019290499999443,0.3950446999997439,0.06290079999962472,56.08762079999997
4,dagger,0.839751069622715,0.16024893037728505,0.5096296296296297,5142,675,235050,47010,47010,188040,25.008081799999673,0.3903497999999672,0.0660490000000209,81.55521580000004
