method,iteration,beta,accuracy,imitation_error,dataset_size,seed,query_strategy,query_budget,remaining_queries,visited_states_this_iteration,cumulative_visited_states,initial_labels,queries_this_iteration,cumulative_queries,total_labels_used,evaluation_fold,training_seconds,rollout_seconds,evaluation_seconds,elapsed_seconds
no_structure,0,1.0,0.735705950991832,0.264294049008168,47010,0,standard,5000,5000,0,0,47010,0,0,47010,9,17.142328300000372,0.0,0.061993100000108825,20.75799629999983
structured_bc,1,1.0,0.7592376507195644,0.2407623492804356,47010,0,standard,5000,5000,0,0,47010,0,0,47010,9,14.753319700000247,0.0,1.0186352000000625,36.531283899999835
dagger,2,0.0,0.7681835861532478,0.23181641384675222,52010,0,standard,5000,0,47010,47010,47010,5000,5000,52010,9,8.555695499999274,10.461261100000229,1.1528669999997874,56.701935300000514
dagger,3,0.0,0.7681835861532478,0.23181641384675222,52010,0,standard,5000,0,47010,94020,47010,0,5000,52010,9,1.2999998943996616e-06,9.27160940000067,1.0071425000005547,66.98154290000002
dagger,4,0.0,0.7681835861532478,0.23181641384675222,52010,0,standard,5000,0,47010,141030,47010,0,5000,52010,9,3.000000106112566e-06,9.23176710000007,0.9889386000004379,77.20288410000012
dagger,5,0.0,0.7681835861532478,0.23181641384675222,52010,0,standard,5000,0,47010,188040,47010,0,5000,52010,9,1.0000003385357559e-06,9.14655700000003,0.9760005999996793,87.32627469999989
