method,iteration,beta,accuracy,imitation_error,dataset_size,seed,evaluation_fold,training_seconds,rollout_seconds,evaluation_seconds,elapsed_seconds
no_structure,0,1.0,0.7595197899080848,0.24048021009191523,41679,1,8,11.98439959999996,0.0,0.05667910000011034,15.516725400000723
structured_bc,1,1.0,0.7794034890264491,0.22059651097355093,41679,1,8,12.077045299998645,0.0,1.9122826999991958,29.50734250000096
dagger,2,0.0,0.8071656349652974,0.19283436503470264,83358,1,8,19.36952410000049,15.883061800001087,1.0802538999996614,65.84110099999998
dagger,3,0.0,0.8097917839054586,0.19020821609454142,125037,1,8,17.269361200000276,8.535036499999478,1.2585173999996186,92.90471900000011
dagger,4,0.0,0.8124179328456199,0.18758206715438008,166716,1,8,23.640356100000645,9.054241299998466,1.1354112999997596,126.73540409999987
dagger,5,0.0,0.813918589382855,0.186081410617145,208395,1,8,34.132005800000115,8.673056300000098,1.0948895000001357,170.64176980000047
