method,iteration,beta,accuracy,imitation_error,dataset_size,seed,evaluation_fold,training_seconds,rollout_seconds,evaluation_seconds,elapsed_seconds
no_structure,0,1.0,0.7116863627837179,0.2883136372162821,41679,1,8,3.6591459999999643,0.0,0.05505319999974745,10.464809700000842
structured_bc,1,1.0,0.7508910148189833,0.24910898518101665,41679,1,8,4.097288900000422,0.0,2.4241684999997233,16.987597500001357
dagger,2,0.0,0.7568936409679234,0.24310635903207656,83358,1,8,7.557887599999958,16.69699279999986,1.806019900001047,43.049651400000585
dagger,3,0.0,0.7553929844306885,0.24460701556931153,125037,1,8,8.617062999999689,15.554153799999767,1.0301560000007157,68.25205939999978
dagger,4,0.0,0.7561433126993059,0.2438566873006941,166716,1,8,10.54181779999999,8.925756399999955,1.0442588999994769,88.7647280000001
dagger,5,0.0,0.7563308947664603,0.24366910523353968,208395,1,8,13.66477759999907,8.445577099999355,1.0644270000011602,111.9405024000007
